app,policy_area,metric,period,value
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2024Q1,"104,000"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2024Q2,"84,600"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2024Q3,"167,700"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2024Q4,"172,300"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2025Q1,"173,000"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2025Q2,"143,900"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2025Q3,"73,900"
Facebook,Dangerous Organizations: Terrorism,Content Restored with appeal,2025Q4,"114,600"
Facebook,Hateful Conduct,Content Restored with appeal,2017Q4,N/A
Facebook,Hateful Conduct,Content Restored with appeal,2018Q1,N/A
Facebook,Hateful Conduct,Content Restored with appeal,2018Q2,N/A
Facebook,Hateful Conduct,Content Restored with appeal,2018Q3,N/A
Facebook,Hateful Conduct,Content Restored with appeal,2018Q4,N/A
Facebook,Hateful Conduct,Content Restored with appeal,2019Q1,"128,700"
Facebook,Hateful Conduct,Content Restored with appeal,2019Q2,"114,700"
Facebook,Hateful Conduct,Content Restored with appeal,2019Q3,"166,800"
Facebook,Hateful Conduct,Content Restored with appeal,2019Q4,"73,100"
Facebook,Hateful Conduct,Content Restored with appeal,2020Q1,"59,600"
Facebook,Hateful Conduct,Content Restored with appeal,2020Q2,"4,400"
Facebook,Hateful Conduct,Content Restored with appeal,2020Q3,"4,800"
Facebook,Hateful Conduct,Content Restored with appeal,2020Q4,"48,300"
Facebook,Hateful Conduct,Content Restored with appeal,2021Q1,"84,800"
Facebook,Hateful Conduct,Content Restored with appeal,2021Q2,"88,100"
Facebook,Hateful Conduct,Content Restored with appeal,2021Q3,"90,700"
Facebook,Hateful Conduct,Content Restored with appeal,2021Q4,"65,300"
Facebook,Hateful Conduct,Content Restored with appeal,2022Q1,"48,700"
Facebook,Hateful Conduct,Content Restored with appeal,2022Q2,"237,900"
Facebook,Hateful Conduct,Content Restored with appeal,2022Q3,"184,400"
Facebook,Hateful Conduct,Content Restored with appeal,2022Q4,"198,200"
Facebook,Hateful Conduct,Content Restored with appeal,2023Q1,"230,200"
Facebook,Hateful Conduct,Content Restored with appeal,2023Q2,"923,300"
Facebook,Hateful Conduct,Content Restored with appeal,2023Q3,"306,200"
Facebook,Hateful Conduct,Content Restored with appeal,2023Q4,"133,700"
Facebook,Hateful Conduct,Content Restored with appeal,2024Q1,"144,700"
Facebook,Hateful Conduct,Content Restored with appeal,2024Q2,"153,700"
Facebook,Hateful Conduct,Content Restored with appeal,2024Q3,"210,900"
Facebook,Hateful Conduct,Content Restored with appeal,2024Q4,"121,400"
Facebook,Hateful Conduct,Content Restored with appeal,2025Q1,"84,400"
Facebook,Hateful Conduct,Content Restored with appeal,2025Q2,"83,700"
Facebook,Hateful Conduct,Content Restored with appeal,2025Q3,"42,900"
Facebook,Hateful Conduct,Content Restored with appeal,2025Q4,"27,600"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2017Q4,N/A
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2018Q1,N/A
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2018Q2,N/A
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2018Q3,N/A
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2018Q4,N/A
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2019Q1,"16,300"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2019Q2,"22,000"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2019Q3,"33,600"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2019Q4,"51,900"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2020Q1,"27,800"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2020Q2,"16,900"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2020Q3,"6,400"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2020Q4,"58,600"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2021Q1,"14,900"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2021Q2,"6,100"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2021Q3,"9,300"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2021Q4,"27,700"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2022Q1,"37,600"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2022Q2,"44,100"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2022Q3,"39,200"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2022Q4,"80,400"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2023Q1,"71,900"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2023Q2,"58,500"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2023Q3,"24,400"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2023Q4,"17,100"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2024Q1,"14,300"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2024Q2,"28,500"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2024Q3,"35,700"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2024Q4,"43,200"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2025Q1,"51,700"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2025Q2,"109,800"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2025Q3,"103,900"
Facebook,Restricted Goods & Services: Drugs,Content Restored with appeal,2025Q4,"155,800"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2017Q4,N/A
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2018Q1,N/A
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2018Q2,N/A
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2018Q3,N/A
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2018Q4,N/A
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2019Q1,"5,900"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2019Q2,"14,400"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2019Q3,"10,200"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2019Q4,"8,700"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2020Q1,"5,100"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2020Q2,"4,600"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2020Q3,"2,100"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2020Q4,"7,100"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2021Q1,"39,600"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2021Q2,"20,600"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2021Q3,"9,000"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2021Q4,"10,700"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2022Q1,"12,800"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2022Q2,"31,800"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2022Q3,"27,500"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2022Q4,"20,400"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2023Q1,"17,600"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2023Q2,"16,200"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2023Q3,"13,300"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2023Q4,"70,500"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2024Q1,"205,500"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2024Q2,"104,000"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2024Q3,"16,500"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2024Q4,"72,900"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2025Q1,"52,400"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2025Q2,"24,400"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2025Q3,"14,400"
Facebook,Restricted Goods & Services: Firearms,Content Restored with appeal,2025Q4,"13,800"
Facebook,Spam,Content Restored with appeal,2017Q4,N/A
Facebook,Spam,Content Restored with appeal,2018Q1,N/A
Facebook,Spam,Content Restored with appeal,2018Q2,N/A
Facebook,Spam,Content Restored with appeal,2018Q3,N/A
Facebook,Spam,Content Restored with appeal,2018Q4,N/A
Facebook,Spam,Content Restored with appeal,2019Q1,"5,300,000"
Facebook,Spam,Content Restored with appeal,2019Q2,"5,200,000"
Facebook,Spam,Content Restored with appeal,2019Q3,"2,500,000"
Facebook,Spam,Content Restored with appeal,2019Q4,"527,300"
Facebook,Spam,Content Restored with appeal,2020Q1,"536,100"
Facebook,Spam,Content Restored with appeal,2020Q2,"24,800"
Facebook,Spam,Content Restored with appeal,2020Q3,"90"
Facebook,Spam,Content Restored with appeal,2020Q4,"800"
Facebook,Spam,Content Restored with appeal,2021Q1,"1,300"
Facebook,Spam,Content Restored with appeal,2021Q2,"1,300"
Facebook,Spam,Content Restored with appeal,2021Q3,"1,200"
Facebook,Spam,Content Restored with appeal,2021Q4,"2,000"
Facebook,Spam,Content Restored with appeal,2022Q1,"1,700"
Facebook,Spam,Content Restored with appeal,2022Q2,"84,000"
Facebook,Spam,Content Restored with appeal,2022Q3,"240,200"
Facebook,Spam,Content Restored with appeal,2022Q4,"242,500"
Facebook,Spam,Content Restored with appeal,2023Q1,"404,800"
Facebook,Spam,Content Restored with appeal,2023Q2,"681,600"
Facebook,Spam,Content Restored with appeal,2023Q3,"186,200"
Facebook,Spam,Content Restored with appeal,2023Q4,"889,500"
Facebook,Spam,Content Restored with appeal,2024Q1,"380,900"
Facebook,Spam,Content Restored with appeal,2024Q2,"2,100,000"
Facebook,Spam,Content Restored with appeal,2024Q3,"1,800,000"
Facebook,Spam,Content Restored with appeal,2024Q4,"3,200,000"
Facebook,Spam,Content Restored with appeal,2025Q1,"2,300,000"
Facebook,Spam,Content Restored with appeal,2025Q2,"446,300"
Facebook,Spam,Content Restored with appeal,2025Q3,"748,400"
Facebook,Spam,Content Restored with appeal,2025Q4,"599,900"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2017Q4,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2018Q1,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2018Q2,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2018Q3,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2018Q4,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2019Q1,N/A
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2019Q2,"6,100"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2019Q3,"5,900"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2019Q4,"10,700"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2020Q1,"4,200"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2020Q2,"50"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2020Q3,"0"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2020Q4,"100"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2021Q1,"100"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2021Q2,"60"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2021Q3,"70"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2021Q4,"50"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2022Q1,"1,700"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2022Q2,"186,600"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2022Q3,"105,900"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2022Q4,"53,900"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2023Q1,"37,700"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2023Q2,"38,300"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2023Q3,"21,700"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2023Q4,"14,800"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2024Q1,"19,400"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2024Q2,"23,700"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2024Q3,"42,200"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2024Q4,"34,000"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2025Q1,"41,300"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2025Q2,"45,900"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2025Q3,"48,800"
Facebook,"Suicide, Self-Injury, and Eating Disorders",Content Restored with appeal,2025Q4,"72,400"
Facebook,Violence and Incitement,Content Restored with appeal,2017Q4,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2018Q1,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2018Q2,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2018Q3,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2018Q4,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2019Q1,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2019Q2,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2019Q3,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2019Q4,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2020Q1,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2020Q2,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2020Q3,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2020Q4,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2021Q1,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2021Q2,N/A
Facebook,Violence and Incitement,Content Restored with appeal,2021Q3,"37,900"
Facebook,Violence and Incitement,Content Restored with appeal,2021Q4,"33,900"
Facebook,Violence and Incitement,Content Restored with appeal,2022Q1,"77,700"
Facebook,Violence and Incitement,Content Restored with appeal,2022Q2,"554,500"
Facebook,Violence and Incitement,Content Restored with appeal,2022Q3,"454,100"
Facebook,Violence and Incitement,Content Restored with appeal,2022Q4,"370,500"
Facebook,Violence and Incitement,Content Restored with appeal,2023Q1,"306,900"
Facebook,Violence and Incitement,Content Restored with appeal,2023Q2,"206,100"
Facebook,Violence and Incitement,Content Restored with appeal,2023Q3,"180,700"
Facebook,Violence and Incitement,Content Restored with appeal,2023Q4,"172,700"
Facebook,Violence and Incitement,Content Restored with appeal,2024Q1,"286,900"
Facebook,Violence and Incitement,Content Restored with appeal,2024Q2,"203,800"
Facebook,Violence and Incitement,Content Restored with appeal,2024Q3,"176,600"
Facebook,Violence and Incitement,Content Restored with appeal,2024Q4,"131,600"
Facebook,Violence and Incitement,Content Restored with appeal,2025Q1,"141,700"
Facebook,Violence and Incitement,Content Restored with appeal,2025Q2,"59,000"
Facebook,Violence and Incitement,Content Restored with appeal,2025Q3,"24,200"
Facebook,Violence and Incitement,Content Restored with appeal,2025Q4,"26,300"
Facebook,Violent and Graphic Content,Content Restored with appeal,2017Q4,N/A
Facebook,Violent and Graphic Content,Content Restored with appeal,2018Q1,N/A
Facebook,Violent and Graphic Content,Content Restored with appeal,2018Q2,N/A
Facebook,Violent and Graphic Content,Content Restored with appeal,2018Q3,N/A
Facebook,Violent and Graphic Content,Content Restored with appeal,2018Q4,N/A
Facebook,Violent and Graphic Content,Content Restored with appeal,2019Q1,"24,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2019Q2,"25,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2019Q3,"14,900"
Facebook,Violent and Graphic Content,Content Restored with appeal,2019Q4,"5,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2020Q1,"119,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2020Q2,"20"
Facebook,Violent and Graphic Content,Content Restored with appeal,2020Q3,"90"
Facebook,Violent and Graphic Content,Content Restored with appeal,2020Q4,"500"
Facebook,Violent and Graphic Content,Content Restored with appeal,2021Q1,"1,000"
Facebook,Violent and Graphic Content,Content Restored with appeal,2021Q2,"700"
Facebook,Violent and Graphic Content,Content Restored with appeal,2021Q3,"700"
Facebook,Violent and Graphic Content,Content Restored with appeal,2021Q4,"600"
Facebook,Violent and Graphic Content,Content Restored with appeal,2022Q1,"800"
Facebook,Violent and Graphic Content,Content Restored with appeal,2022Q2,"8,400"
Facebook,Violent and Graphic Content,Content Restored with appeal,2022Q3,"7,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2022Q4,"6,100"
Facebook,Violent and Graphic Content,Content Restored with appeal,2023Q1,"6,400"
Facebook,Violent and Graphic Content,Content Restored with appeal,2023Q2,"6,600"
Facebook,Violent and Graphic Content,Content Restored with appeal,2023Q3,"6,900"
Facebook,Violent and Graphic Content,Content Restored with appeal,2023Q4,"10,300"
Facebook,Violent and Graphic Content,Content Restored with appeal,2024Q1,"8,800"
Facebook,Violent and Graphic Content,Content Restored with appeal,2024Q2,"12,000"
Facebook,Violent and Graphic Content,Content Restored with appeal,2024Q3,"22,700"
Facebook,Violent and Graphic Content,Content Restored with appeal,2024Q4,"15,700"
Facebook,Violent and Graphic Content,Content Restored with appeal,2025Q1,"12,300"
Facebook,Violent and Graphic Content,Content Restored with appeal,2025Q2,"17,500"
Facebook,Violent and Graphic Content,Content Restored with appeal,2025Q3,"10,400"
Facebook,Violent and Graphic Content,Content Restored with appeal,2025Q4,"8,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2017Q4,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q1,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q2,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q3,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q4,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q1,"355,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q2,"67,800"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q3,"47,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q4,"53,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q1,"25,300"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q2,"11,000"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q3,"20,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q4,"281,400"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q1,"559,500"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q2,"311,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q3,"233,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q4,"261,900"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q1,"239,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q2,"71,200"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q3,"123,400"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q4,"143,700"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2023Q1,"283,700"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2023Q2,"1,700,000"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2023Q3,"34,400"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2023Q4,"49,300"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2024Q1,"22,300"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2024Q2,"31,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2024Q3,"30,900"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2024Q4,"92,700"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2025Q1,"191,200"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2025Q2,"1,000,000"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2025Q3,"15,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2025Q4,"591,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2017Q4,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q1,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q2,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q3,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q4,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q1,"800"
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q2,"4,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q3,"6,900"
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q4,"5,000"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q1,"1,600"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q2,"43,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q3,"393,500"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q4,"131,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q1,"179,000"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q2,"210,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q3,"282,600"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q4,"242,500"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q1,"333,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q2,"28,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q3,"14,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q4,"34,500"
Facebook,Bullying & Harassment,Content Restored without appeal,2023Q1,"20,200"
Facebook,Bullying & Harassment,Content Restored without appeal,2023Q2,"9,200"
Facebook,Bullying & Harassment,Content Restored without appeal,2023Q3,"9,500"
Facebook,Bullying & Harassment,Content Restored without appeal,2023Q4,"8,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2024Q1,"10,300"
Facebook,Bullying & Harassment,Content Restored without appeal,2024Q2,"6,900"
Facebook,Bullying & Harassment,Content Restored without appeal,2024Q3,"9,900"
Facebook,Bullying & Harassment,Content Restored without appeal,2024Q4,"9,200"
Facebook,Bullying & Harassment,Content Restored without appeal,2025Q1,"23,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2025Q2,"7,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2025Q3,"4,000"
Facebook,Bullying & Harassment,Content Restored without appeal,2025Q4,"4,600"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2017Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q2,"21,100"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q3,"167,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q4,"19,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q1,"21,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q2,"18,700"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q3,"29,900"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q4,"541,700"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2023Q1,"5,400"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2023Q2,"1,400"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2023Q3,"1,800"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2023Q4,"279,500"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2024Q1,"500"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2024Q2,"1,100"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2024Q3,"10,600"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2024Q4,"11,900"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2025Q1,"42,700"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2025Q2,"472,600"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2025Q3,"224,700"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2025Q4,"44,000"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2017Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q2,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q3,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q2,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q3,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2020Q1,N/A
