FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,TYPE_CRIME,Type of crime,SEX,Sex (DESC),AGE,Age (DESC),CITIZENSHIP,Citizenship (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicator (NOTE_DATA_TYPE),NOTE_TYPE_CRIME,Type of crime (NOTE_TYPE_CRIME),NOTE_SEX,Sex (NOTE_SEX),NOTE_AGE,Age (NOTE_AGE),NOTE_CITIZENSHIP,Citizenship (NOTE_CITIZENSHIP),NOTE_TIME_PERIOD,Time (NOTE_TIME_PERIOD),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2007,10,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2008,27,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2009,11,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2010,15,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2011,9,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2012,4,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2013,7,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2014,21,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2015,29,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2016,6,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2017,21,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2018,37,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2019,33,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2020,60,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2021,106,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2022,71,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,FRG,Foreign,2023,55,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2007,61,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2008,146,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2009,160,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2010,78,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2011,70,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2012,54,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2013,77,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2014,113,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2015,118,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2016,93,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2017,130,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2018,171,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2019,150,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2020,240,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2021,330,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2022,287,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y18-24,18-24 years,TOTAL,Total,2023,213,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2007,118,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2008,262,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2009,313,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2010,172,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2011,164,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2012,131,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2013,98,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2014,71,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2015,87,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2016,74,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2017,88,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2018,84,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2019,73,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2020,176,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2021,192,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2022,151,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,ITL,Italian,2023,158,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2007,13,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2008,35,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2009,15,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2010,14,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2011,14,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2012,10,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2013,5,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2014,9,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2015,20,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2016,15,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2017,18,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2018,34,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2019,20,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2020,55,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2021,78,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2022,69,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,FRG,Foreign,2023,54,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2007,131,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2008,297,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2009,328,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2010,186,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2011,178,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2012,141,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2013,103,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2014,80,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2015,107,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2016,89,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2017,106,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2018,118,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,1,Males,Y25-34,25-34 years,TOTAL,Total,2019,93,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
