FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,TYPE_CRIME,Type of crime,SEX,Sex (DESC),AGE,Age (DESC),CITIZENSHIP,Citizenship (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicator (NOTE_DATA_TYPE),NOTE_TYPE_CRIME,Type of crime (NOTE_TYPE_CRIME),NOTE_SEX,Sex (NOTE_SEX),NOTE_AGE,Age (NOTE_AGE),NOTE_CITIZENSHIP,Citizenship (NOTE_CITIZENSHIP),NOTE_TIME_PERIOD,Time (NOTE_TIME_PERIOD),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2011,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2012,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2013,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2014,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2015,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2016,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2017,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2018,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2019,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2020,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2021,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2022,7,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,FRG,Foreign,2023,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2007,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2008,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2009,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2010,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2011,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2012,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2013,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2014,4,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2015,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2016,6,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2017,5,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2018,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2019,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2020,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2021,4,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2022,11,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y_UN13,Until 13 years,TOTAL,Total,2023,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2007,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2008,5,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2009,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2010,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2011,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2012,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2013,18,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2014,15,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2015,5,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2016,10,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2017,5,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2018,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2019,19,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2020,13,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2021,18,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2022,19,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,ITL,Italian,2023,8,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2007,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2008,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2009,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2010,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2011,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2012,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2013,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2014,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2015,8,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2016,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2017,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2018,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2019,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2020,8,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2021,16,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2022,4,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,FRG,Foreign,2023,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2007,2,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2008,6,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2009,0,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2010,3,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2011,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2012,1,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2013,18,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2014,16,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2015,13,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2016,11,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2017,7,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2018,4,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2019,20,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2020,21,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2021,34,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
A,Annual,IT,Italy,OFFEND,Number of alleged offenders reported by the police forces to the judicial authority,PORNO,Child pornography and possession of paedo-pornographic materials,2,Females,Y14-17,14-17 years,TOTAL,Total,2022,23,,,,,TIPO_DATO35__OFFEND_N1,For each crime the number of offenders declined by demo social variables could not coincide because of missing values.,,,,,,,,,,,,,,,,
