rank,c2020,a2020,c2021,a2021,c2022,a2022,c2023,a2023,c2024,a2024
15,0.00011143564702360821,0.0008853979891204112,0.00011249329385266485,0.0009108916493311484,0.0001295744714091727,0.0016019293413620436,0.00014739060709328229,0.0015374586423625206,6.995700823857339e-05,0.0008785102281217822
16,0.00011535315543313363,0.000885922771009924,0.0001146120136528669,0.000919801183824365,0.0001331035094055174,0.0016174067642680105,0.0001558134183623155,0.001593682879173729,7.203783870598615e-05,0.0008883079146690313
17,0.00012107336211627137,0.0008873183933273658,0.00011493394276207814,0.0009566375787305267,0.00013554555285747884,0.001639965970706108,0.0001574092658587215,0.0016937211653416141,7.803467820910078e-05,0.0008935407720333675
18,0.0001265323447585389,0.0009267375292701064,0.00011568278073454683,0.000982795925190112,0.00014748730971503345,0.0017160842710064645,0.0001599077486031307,0.0017187762736286534,0.00010217516224790911,0.0010196093421523582
19,0.00013548964816718705,0.000963146044572101,0.00011778299967438829,0.0009858607323006206,0.00016575193345647778,0.0017226708718482188,0.00016422085176702388,0.001938982031141912,0.00010422208431283851,0.0010434540506171518
20,0.00014437403361101342,0.0009939700392570794,0.00013783992309606368,0.0010379781254506446,0.00017070664895641485,0.0017430335696758934,0.000176447364833914,0.0019673428267102263,0.00011282062845917929,0.0010622342622942302
21,0.00014674858418015448,0.0010147953004013795,0.00014462570866597245,0.0010384723048500325,0.00018716077110237696,0.0017510063703942255,0.0002403474797563852,0.001973968059250441,0.00012970515139021862,0.0010838149751263998
22,0.00014789521380047016,0.0010599679792150274,0.00014639385605370097,0.0010396498736465524,0.00020249354612231506,0.0018722608208534852,0.0002423378701512078,0.0019785644791207695,0.00014884369770392112,0.001123144296068264
23,0.00014985686086048844,0.0010615737765515693,0.00015667276162380112,0.0010450394601324788,0.00022055278925062078,0.0018985080886377871,0.00029949819226153014,0.0019863759848459655,0.00016216078462470883,0.0011630992624657658
24,0.00015131276628137005,0.0010762726204303018,0.00016933897060312283,0.0010583399813283926,0.0002576857029257671,0.0019062991965533862,0.0003068930783432537,0.002028064378656089,0.0001631907425062819,0.0011689916405842706
25,0.00015844987346361986,0.0010872728988934462,0.00019534355942441028,0.0010828154961870895,0.0003209113397987929,0.0019312194156548713,0.00036929010962413446,0.0020425362539695075,0.00016616195873448312,0.0012007684918347744
26,0.00016366830873993442,0.001093610636183062,0.0001979737607485316,0.0011008733182963726,0.00032436539039071624,0.0020696713783603386,0.0003726160363143805,0.0020436048580992163,0.00019245157530659441,0.001291262894490521
