rank,c2020,a2020,c2021,a2021,c2022,a2022,c2023,a2023,c2024,a2024
141,0.002340099093519509,0.0039015057939160067,0.002538255130901443,0.004320672903314786,0.004693261816962789,0.00784395123618474,0.0037568887335126503,0.006798976544342016,0.002729140871639624,0.004766014823643518
142,0.002359668694903401,0.003934484211380785,0.002617823879527546,0.004479323442987172,0.004697408596257731,0.007901157729496448,0.0037651633396314247,0.0068010783158953024,0.0027465816999495195,0.004777969661039365
143,0.002438922462928611,0.003939339566196249,0.002666591851836459,0.004520913858697618,0.00471495804399623,0.007923389502536574,0.0038471536262022353,0.006864060943457748,0.002777969667363875,0.004913908326126268
144,0.00244632987060787,0.004005250350086904,0.002708340958167112,0.004586272369543482,0.004746343212166282,0.00793365852176557,0.0038736842105263156,0.0068893268100029634,0.0027915235311704876,0.0049189631551674546
145,0.0024627733564408366,0.004091707718498361,0.00276861748961401,0.004743564785141182,0.004827654334203635,0.008005498354670515,0.0038766539159140467,0.0069038657652742775,0.002800466950310713,0.004955874766431031
146,0.002493317224912244,0.004127189514500085,0.002801935802118006,0.004745384755796,0.004896380673174742,0.008035827751838837,0.00389238205226913,0.007033872736589547,0.002815786770772048,0.0050190446202288425
147,0.0025356153359421553,0.004153524678918854,0.0030597196511704503,0.004829422818675251,0.004929331704763566,0.008134243006537282,0.003928903921216935,0.007040114298393449,0.002831582290597578,0.005113257292927833
148,0.0025458477898436444,0.004169232189246485,0.0030618997835367284,0.004830966278103402,0.004968194568364026,0.008197772307925143,0.003936607419174027,0.0071255738354895366,0.0028316504086936143,0.005138987823226094
149,0.002574223442594817,0.004174279342529825,0.003131471838619091,0.004976423937695985,0.0050040032025620495,0.008578039909484051,0.003954046390642449,0.007148822652304385,0.002839664677894419,0.005153772300254417
150,0.0026017984249390026,0.004366905840776261,0.003157308506113875,0.005015925934566519,0.005023641957028549,0.008640338379763525,0.004030007090221353,0.007184025332023744,0.0028786970482968205,0.005178234843306614
151,0.002614956156280446,0.004436493697058928,0.003265611730920076,0.005025314904635829,0.00502764364867392,0.008641678701132275,0.004095328331554588,0.00722283602672559,0.0028884529207568207,0.0051905561247932745
152,0.002649079720742846,0.0045755172941318615,0.003266428714905978,0.005039524276111229,0.005033676381260703,0.008728664724626403,0.004106171385009876,0.007249175668087801,0.002893886468165584,0.00519255159171312
153,0.002681362705411678,0.0046271800718013885,0.003281015960138713,0.0050770447081491,0.0050448068916078516,0.008790865048689317,0.004119681250939708,0.007303448411993447,0.0029020531495025444,0.005196321520392554
154,0.002684457373140416,0.004630011635342192,0.0032851856565667744,0.005346594217526768,0.005091203124821694,0.008854266304037729,0.00412286834286285,0.007331421010165579,0.002949174546921876,0.005219368002051547
155,0.002710413694721826,0.004652233747071988,0.0033120147944039027,0.005362440324050156,0.005118667015421562,0.008881702273957485,0.004150657787948229,0.00743264846910913,0.0029509979032383317,0.005263502237691394
156,0.002726982678080124,0.00474590226971184,0.0033202007774200014,0.0056910990837143885,0.005195401243775386,0.008983149687111917,0.004193762666759753,0.007555956331281527,0.0029617308662162204,0.0052880161599523625
157,0.0028343210512754443,0.004778988669452319,0.003323081638575828,0.005774262221600003,0.005362969273948357,0.009036844765719514,0.00420623110831124,0.007614154886079332,0.002961950330371383,0.005318917458481772
158,0.0029268009968510325,0.004784052088054734,0.0033343926324095777,0.005869245288840654,0.005389624971929036,0.009209613475681395,0.004242614574877563,0.007665819283606558,0.003003356692774277,0.005476492846258821
159,0.002950141082519715,0.004800136678141823,0.0033371311677045977,0.006026564746339842,0.005500705218617771,0.009245118638636312,0.004367930640557979,0.007695267410542515,0.0030080865221079086,0.005514745303250614
160,0.003059125684305593,0.004856836135371044,0.0033371316946117532,0.006063549933437771,0.0055288912924281,0.00924606515301355,0.004378884792236177,0.007756092057761732,0.0031231860139541764,0.005656544364826767
161,0.003091090575393631,0.004875537185163456,0.0033374591106003007,0.006107319320069518,0.005536632042026351,0.009452386322608064,0.004382069047196068,0.007900078538871693,0.003154363213854831,0.005659207462435367
162,0.003151521853316009,0.004886782243299669,0.0033683543570418636,0.0062672966195097355,0.005542740721876686,0.00947210012641307,0.004494644678680721,0.008267948198637456,0.0031749074893570083,0.005662309373988801
163,0.00318212788299724,0.005182024593091484,0.0036839965026224573,0.006309720127780357,0.005696964732566273,0.009497576469753275,0.004510613473503153,0.008301315575896457,0.00322199285771165,0.0057479094165191124
164,0.003182132202251614,0.0055895156001083334,0.003697783636813051,0.006530733457041026,0.005808372792710124,0.0095947772092732,0.004634880364317778,0.008543083463128496,0.003239325511150066,0.0059191339006643365
165,0.0032688239223091385,0.0056262284205434825,0.003753599341834636,0.006544221637977463,0.005894026099427744,0.009645628190554598,0.004673758363747027,0.00863885126503939,0.0032580981132141217,0.005923954629898696
166,0.0033215672374393795,0.0058094302633277155,0.003957565562372984,0.00678991076583629,0.005895908778020531,0.009693266281779375,0.004715677069796069,0.00866957446428964,0.003273898391844047,0.006029088658242727
167,0.003344703142010391,0.006015991561331489,0.003990278142252067,0.006882391290668539,0.005944813222337931,0.00988685897328529,0.004725535238065429,0.008691310655990946,0.003338365626741029,0.006084858726345362
168,0.003347498412352405,0.006118100225424635,0.004017915953102358,0.006939699102966728,0.005971801826591716,0.009984468117508633,0.004753326161981732,0.008830786187676758,0.003425382843262261,0.0060851222386809995
169,0.003530951288665609,0.006373295890219978,0.004168253705390411,0.0069442352170499995,0.006130141196447983,0.010048199201931826,0.004935278583488463,0.008853912095869467,0.0034744248064361243,0.006200158448795041
170,0.003590227902736528,0.006576980402808818,0.00417837150699066,0.0071248239630309265,0.0061332192269291114,0.010070826690347597,0.004948709181861766,0.009200630028134255,0.003536032378282276,0.006218129798704508
171,0.0036201788568000844,0.0065822515448003376,0.004185172531602323,0.0073024623684032385,0.006157675088462441,0.010116488994162691,0.0051600224117296116,0.009679428054727796,0.003581622118696267,0.00625773313362855
172,0.0037309793211080765,0.00676254204293521,0.004244793257191718,0.007387268610663288,0.006180385764737843,0.01016358361477131,0.005274553481209505,0.009842030837102972,0.003588436888018515,0.006288671567438387
173,0.003886480121256489,0.006764902723909123,0.004288164665523156,0.007628782647295373,0.006220912587688396,0.010174578655598059,0.005313645764708358,0.009951313526206273,0.0036437703996048784,0.00639575378338619
174,0.004051315356351699,0.00701684201424535,0.004289847613324009,0.00786620110269268,0.006251338043245558,0.01021420757748467,0.0054334171853086255,0.009959189142905077,0.0037743215544120893,0.006522132782108438
175,0.004115990391228939,0.007054451295193615,0.00462290922881766,0.008144283742042744,0.0063429921666310896,0.010403792440456989,0.005438307176341974,0.0100862496931017,0.003904644471845458,0.006543276409243066
176,0.004248031856082334,0.00769600024011186,0.004836258118004698,0.008241363919113728,0.006362970888000451,0.010650137854853782,0.005481274444109915,0.010268168717966781,0.004027459587756658,0.006551416899069561
177,0.004353961026659438,0.007793586571015305,0.0048437129510348655,0.008250914956017654,0.006384976306254377,0.01071983414185551,0.0055300549772101856,0.010325586354152323,0.004034571465585846,0.006686170064692291
178,0.004499179055830181,0.008108388650617963,0.004899682032019933,0.008500041347509618,0.006394798503085071,0.010996345500459321,0.005569673183322649,0.010483361890161422,0.004044863853230355,0.006725721138283222
179,0.004649756171322723,0.008290045182424842,0.005156846650726241,0.008528524082155087,0.006516815881361702,0.011145543207709456,0.005623892173540643,0.010773352569916843,0.004098422789454268,0.006824665250169479
180,0.004736211567174187,0.0086289241718008,0.0053395753624942656,0.008578151604665615,0.00656169708149417,0.011151181175898134,0.00572817950337909,0.010954799713243013,0.004125488314992762,0.006835430151388727
181,0.004775066025076709,0.008683524032128563,0.005570119286816447,0.00860350976954396,0.006575870492548579,0.011158931303701545,0.005747927869824032,0.010983128825397578,0.004146474643369053,0.006848022130648736
182,0.004916997690844481,0.009122015380770208,0.005609488369742662,0.008838914202265003,0.006584648720653035,0.011309114924910355,0.00588739762705789,0.011270410388885915,0.004149990598726799,0.006871586219485703
183,0.005114658273381295,0.009181998073122817,0.005611479718342802,0.008921986675913889,0.0066673108512899796,0.011395394143797288,0.005979596473334898,0.011469390283769369,0.004181735985533454,0.00692301146867275
184,0.005389746008219363,0.009227516417954237,0.005614216574300083,0.008954012760779919,0.006735313430242473,0.011497589222236754,0.006031426966183227,0.011516392019169973,0.0041878135222021716,0.0069547104284053834
185,0.005482993305079529,0.009530905325165649,0.005733575754398091,0.009069483573877782,0.0067358185967972386,0.011546361338586556,0.006056737760166106,0.011824834780780702,0.004221509230042068,0.006993575408680131
186,0.00548593072675539,0.01004548208081409,0.005806393127981344,0.009267253104758792,0.006756294419503602,0.011756572810909827,0.006079261254328588,0.012393311725530763,0.004239031821014913,0.0070499742397220335
187,0.005537519408462633,0.010334251581895815,0.005819269111887899,0.009611955016575049,0.006769065904625826,0.011782588224963206,0.006086021609998394,0.01242666160198646,0.004326429348544469,0.00710311331086638
188,0.005551853169317375,0.010876226469563535,0.0058778826902935845,0.00976019260153648,0.006825841092134575,0.011893925517692956,0.006204873646209386,0.012580402407068952,0.004354164268999118,0.007178003333899577
189,0.005773783988135347,0.010977460919291433,0.006159235463408369,0.009876098026270297,0.006889050036258158,0.012138722680749168,0.006205358923393858,0.012692430929529219,0.004357393840754167,0.007197365520251604
190,0.005840533614155619,0.011353352342450681,0.006484465250201067,0.009949346223280921,0.006895742302416011,0.012219279744554393,0.0062117107994531925,0.012947026138925677,0.004362264764449024,0.007406222010949108
191,0.0059590316573556795,0.01145092954032331,0.006551924961153983,0.01001796503282226,0.006916112335417786,0.01284784351344615,0.006541617819460727,0.012959682134341833,0.004362401684789616,0.007444299180195786
192,0.006028630093841312,0.011675595606269896,0.006602270140176277,0.010121716148333536,0.006948212326682082,0.012930829490251329,0.00672015861976349,0.013480908976978389,0.0043882897648413206,0.007538743669124857
193,0.0060344841322510015,0.011717459499598404,0.006691492029330318,0.010577738220375776,0.0069945178486669046,0.012961712975904724,0.006847855713366488,0.013534247418523885,0.004393714331627533,0.00779027363763747
194,0.00615782177070716,0.012482585115000795,0.006724772702458634,0.010798501360681076,0.0071633237822349575,0.013026548033142248,0.006870229007633588,0.013703186110274787,0.004405444126074499,0.007847371941705861
195,0.006259676038277068,0.012539876021612351,0.00673165179848154,0.010820395302082031,0.007193383113939425,0.013528159246625008,0.006959445202698667,0.01372315774221741,0.004405628500805043,0.007851473373132972
196,0.006444602724779123,0.013197011600884588,0.006747695778965069,0.011475418646917795,0.007201148397816782,0.013730788665116265,0.0070370344859827195,0.014023144799001441,0.004408312657093274,0.007945555235399849
197,0.0066210545394113215,0.013643752853858937,0.007077827098380887,0.011502705851846545,0.007262301587591601,0.01377309288573842,0.007037052048528625,0.014123815472022627,0.004443710158964396,0.0082346177044469
198,0.0066449237671590096,0.013671101676285463,0.007115027007880988,0.011549349123908197,0.00733156183057305,0.014276899176844745,0.007170829372029302,0.014276434666713982,0.004538830440233405,0.008368569037597733
199,0.006782224567196364,0.013931723463138371,0.007237724674816616,0.011725553199632966,0.00742303058172682,0.014418366340251813,0.007496328134437966,0.014337271146706916,0.004611147876950665,0.008395194021058209
200,0.006928431090464409,0.014568894645483523,0.00746154545929635,0.012344583419228073,0.007569640377928358,0.014502989814757108,0.0075789487540642644,0.01450805157677867,0.0046977431816250335,0.00841828002254246
201,0.0070128889668834935,0.014581095792842794,0.007539530707363997,0.012454958831478109,0.007594768481533602,0.015018719727957174,0.007580721401564164,0.014802111497276409,0.004752274665275728,0.008717378994030939
202,0.007113394675700849,0.014670532162137644,0.007866165021478369,0.013096060138293654,0.007628075762344708,0.015217289954820794,0.007690858369757119,0.015247418956273517,0.004822099068737538,0.009079993548425636
203,0.007215514166189235,0.014810428078152483,0.008136937267165687,0.013294299554447983,0.008452516873907448,0.015629036491958796,0.00777658196560599,0.015264577639441917,0.004860062017969309,0.009189026503837117
204,0.007262549857776224,0.014821300370836017,0.008218833512446832,0.013817676776474722,0.008617868121291556,0.015651161489435957,0.00780367594208851,0.0163847471820797,0.004967178307058507,0.009558764410064206
205,0.007502033654115477,0.015689630402541704,0.00832708071833781,0.01482953930565989,0.008723111635852347,0.016163383778716754,0.008146826369274713,0.017484200214429525,0.005116277790027956,0.009710462432486478
206,0.00815681588214853,0.015775615470103938,0.008480122165812447,0.015446813742476742,0.008805673035371461,0.01692278301588482,0.008372966349676839,0.01788968462814133,0.00531796465778043,0.009735628262925202
207,0.0083527674897526,0.015792356160204562,0.008599701173165506,0.01713406935059384,0.00889755105499534,0.01708318131882692,0.008687711519597064,0.018026298263268705,0.005323069438351332,0.01019178842635051
208,0.008604913961820913,0.01596530444994729,0.008828656582129,0.017668377423836062,0.00892289167575427,0.017109738223760336,0.008818355799439834,0.01829534398224032,0.005403273685923487,0.010239237323956438
209,0.009183645491339296,0.016290639023968836,0.008917750523338326,0.01875409351512256,0.00944316498238292,0.017758656566133884,0.009065536013363379,0.01927130100432875,0.0054354246996131915,0.010958579683987836
210,0.009433060156636969,0.017250076690536322,0.008927223434360159,0.01943119051807021,0.00944424732402813,0.018902516501345935,0.009367460725732963,0.02007827769482161,0.0054360941228211715,0.011486517213470337
211,0.009515274838076723,0.017365420976616634,0.009401927919788371,0.019534405764464243,0.009604993065103755,0.018954011079358197,0.00992350727851661,0.020269288161268856,0.005492490008866082,0.011924079620528404
212,0.009988050618097315,0.017548514607383818,0.009664658717809563,0.019932975107139365,0.0100431521627453,0.0194370775169759,0.010098237079688432,0.020679994462730528,0.005703255189443737,0.012123728058170996
213,0.010169088462547498,0.01776143587958075,0.010120440701201576,0.020085528550606913,0.0104675505931612,0.020387491393304532,0.010179230553412416,0.021441274313859778,0.0063726379770646414,0.012232391020177855
214,0.010608797164679839,0.017794628733168373,0.01028757795248951,0.02446414542969228,0.01067556903522828,0.02089152453077941,0.011283992064489745,0.021577429657453913,0.0064118566626575795,0.012921625887746577
215,0.011159087731418655,0.01807719739281059,0.010397542142331476,0.02453151540257905,0.011300138595372761,0.020907839756985448,0.011518477269002028,0.022661637871889868,0.0065859886785342376,0.013005009863208544
216,0.011259949942225853,0.01819937873494413,0.010728499740439523,0.0248638105287449,0.011631920050817694,0.021307574273612656,0.011568404003735357,0.022862458505405844,0.006914863780596325,0.013097531941917276
217,0.011740309116402878,0.01836389472517466,0.012822176655332624,0.02617543086721938,0.011702400688677454,0.021846165138879207,0.013028169404655253,0.023322542818144606,0.007003521231158645,0.013222652853807033
218,0.011952015459069055,0.018827521938040506,0.012959078618949687,0.026518733028093062,0.011825151018013999,0.022291004963561536,0.013400636411849383,0.023367414988292118,0.007123249858148415,0.013256771425063334
219,0.013198092878566393,0.019751058913698345,0.013658159414412702,0.02684467029496439,0.012522859431754768,0.022647043462495135,0.014415324572048449,0.023967796822845572,0.00777808040842167,0.013314485716165262
220,0.01382822951061845,0.020465138445580254,0.014255545699694073,0.026921022748610943,0.012664045173614002,0.023623112723463437,0.0145297237678226,0.024739318113481908,0.0077920330798532935,0.014075590150498276
221,0.014948210306292172,0.020761695812955606,0.018071007181805297,0.02749769522651928,0.012736871692185004,0.023986107541610548,0.014622274779066302,0.02588029546148734,0.008728426282226791,0.014221639001074139
222,0.015089809010065534,0.021216549457711238,0.01867272170708742,0.030153275893759525,0.013237793908689099,0.024553184710994054,0.015840484872451016,0.026361294798664375,0.009262453474726491,0.014505672344192769
223,0.015481326997856483,0.023185065356731534,0.0187222255178337,0.030748625072740107,0.013251869405647945,0.02456071404285809,0.01608280804058406,0.02658451147193987,0.0094013061790568,0.015209283209731512
224,0.01558630808446269,0.026340545379640312,0.020986680022056628,0.03155234511669677,0.014907289746730622,0.024986618521304252,0.016522623289695424,0.02895148756590056,0.009677443140296234,0.015536047506109705
225,0.016464024779673795,0.026616472354754995,0.021538670523464407,0.03156309656414033,0.015153960564443441,0.027407032403291995,0.016633650995054827,0.030540893326608917,0.010462777314201569,0.015626849678002885
226,0.01929419928948578,0.027567491089223066,0.022630603171425366,0.034216285694114223,0.01607759372294672,0.02797535421377521,0.01752156191189718,0.032457827123484835,0.011946176760902276,0.0173114240445049
227,0.019972571642298893,0.02766284160983226,0.023317183041238917,0.035008559401789485,0.01688731162685145,0.028081451408330394,0.019777516309786625,0.032502080488125154,0.012775830944844616,0.018515293419508413
228,0.02021955678423329,0.03106171359473289,0.02612308000548494,0.04152555789287484,0.018733128389706505,0.030392426697441816,0.022245779068854096,0.03316452799047508,0.014447649654815998,0.018693459657893815
229,0.021843309113906716,0.03253659239373656,0.02617569778615132,0.041670731412686374,0.020555290992390816,0.031179529887311073,0.02336963552890908,0.03697197250708979,0.014858377673980806,0.01904920214612924
230,0.022953214703164217,0.03557542200962006,0.02819421941195012,0.04429052078875012,0.021147087854435073,0.03625271779963107,0.023856527078283864,0.03764673211789814,0.014978872376382308,0.03078602625708068
231,0.02328515111695138,0.04432360908519901,0.028336097360626738,0.05747302597503494,0.022605159168300526,0.04870786605236155,0.025069194318039296,0.04779514397310066,0.015536047506109705,0.04974831250795638
232,0.025042839133137436,0.07056106399076176,0.03348844545455289,0.06871676794544551,0.022610801732715895,0.061518133800292786,0.027782254241440183,0.055271234441648054,,
233,0.026961567400228148,0.09342898030243645,0.037954359914087604,0.11929696576774064,0.025903609870098727,0.07293079897206166,0.02825617784788477,0.07909540164344382,,
