1;2;3;4;5;6;7;8;9;10;11
516300;Computerbetrug mittels rechtswidrig erlangter Zahlungskarten mit PIN § 263a StGB;X;4,214;3,450;183;96;52;22;7;6
516500;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten §§ 263, 263a StGB;M;2,582;2,081;101;41;25;17;14;4
516500;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten §§ 263, 263a StGB;W;1,059;902;30;13;10;6;1;0
516500;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten §§ 263, 263a StGB;X;3,641;2,983;131;54;35;23;15;4
516510;Betrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263 StGB;M;1,221;1,009;51;20;15;8;5;3
516510;Betrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263 StGB;W;524;440;17;8;4;5;0;0
516510;Betrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263 StGB;X;1,745;1,449;68;28;19;13;5;3
516520;Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263a StGB;M;1,471;1,168;58;23;12;10;12;1
516520;Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263a StGB;W;563;487;14;6;6;1;1;0
516520;Computerbetrug mittels rechtswidrig erlangter Daten von Zahlungskarten § 263a StGB;X;2,034;1,655;72;29;18;11;13;1
516900;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel §§ 263, 263a StGB;M;1,606;1,290;43;23;15;2;3;0
516900;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel §§ 263, 263a StGB;W;514;434;19;7;6;4;2;0
516900;Betrug bzw. Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel §§ 263, 263a StGB;X;2,120;1,724;62;30;21;6;5;0
516910;Betrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263 StGB;M;894;732;21;10;10;1;0;0
516910;Betrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263 StGB;W;303;260;14;5;3;4;2;0
516910;Betrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263 StGB;X;1,197;992;35;15;13;5;2;0
516920;Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263a StGB;M;742;585;22;13;5;1;3;0
516920;Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263a StGB;W;217;179;5;2;3;0;0;0
516920;Computerbetrug mittels rechtswidrig erlangter sonstiger unbarer Zahlungsmittel § 263a StGB;X;959;764;27;15;8;1;3;0
517000;Sonstiger Betrug;M;84,143;74,209;6,143;2,882;1,700;853;473;235
517000;Sonstiger Betrug;W;38,602;33,979;2,844;1,265;773;370;271;165
517000;Sonstiger Betrug;X;122,745;108,188;8,987;4,147;2,473;1,223;744;400
517100;Leistungsbetrug;M;7,757;7,157;536;262;155;71;38;10
517100;Leistungsbetrug;W;2,253;2,041;189;92;51;23;14;9
517100;Leistungsbetrug;X;10,010;9,198;725;354;206;94;52;19
517200;Leistungskreditbetrug §§ 263, 263a StGB;M;11,462;10,433;785;379;208;122;55;21
517200;Leistungskreditbetrug §§ 263, 263a StGB;W;5,451;5,033;322;147;91;42;25;17
517200;Leistungskreditbetrug §§ 263, 263a StGB;X;16,913;15,466;1,107;526;299;164;80;38
517210;Leistungskreditbetrug § 263 StGB;M;10,418;9,531;766;370;203;120;53;20
517210;Leistungskreditbetrug § 263 StGB;W;5,013;4,633;313;143;87;42;25;16
517210;Leistungskreditbetrug § 263 StGB;X;15,431;14,164;1,079;513;290;162;78;36
517220;Leistungskreditbetrug § 263a StGB;M;1,167;1,005;22;11;6;2;2;1
517220;Leistungskreditbetrug § 263a StGB;W;476;433;11;5;4;1;0;1
517220;Leistungskreditbetrug § 263a StGB;X;1,643;1,438;33;16;10;3;2;2
517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;M;2,236;2,145;197;89;48;33;17;10
517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;W;744;718;76;35;19;8;11;3
517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;X;2,980;2,863;273;124;67;41;28;13
517410;Betrug zum Nachteil von Versicherungen;M;2,157;2,071;192;88;47;30;17;10
517410;Betrug zum Nachteil von Versicherungen;W;727;701;76;35;19;8;11;3
517410;Betrug zum Nachteil von Versicherungen;X;2,884;2,772;268;123;66;38;28;13
517420;Versicherungsmissbrauch;M;84;79;6;2;1;3;0;0
517420;Versicherungsmissbrauch;W;17;17;0;0;0;0;0;0
517420;Versicherungsmissbrauch;X;101;96;6;2;1;3;0;0
517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);M;3,013;2,637;163;80;48;20;11;4
517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);W;1,192;1,075;50;24;13;5;5;3
517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);X;4,205;3,712;213;104;61;25;16;7
517510;Computerbetrug (sonstiger) § 263a Abs. 1 und 2 StGB;M;3,009;2,633;163;80;48;20;11;4
517510;Computerbetrug (sonstiger) § 263a Abs. 1 und 2 StGB;W;1,189;1,072;49;24;13;5;4;3
517510;Computerbetrug (sonstiger) § 263a Abs. 1 und 2 StGB;X;4,198;3,705;212;104;61;25;15;7
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;M;5;4;0;0;0;0;0;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;W;3;3;1;0;0;0;1;0
517520;Vorbereitung des Computerbetruges § 263a Abs. 3 StGB;X;8;7;1;0;0;0;1;0
517600;Provisionsbetrug;M;467;451;23;10;6;4;3;0
517600;Provisionsbetrug;W;68;65;4;1;1;2;0;0
517600;Provisionsbetrug;X;535;516;27;11;7;6;3;0
517800;Sozialleistungsbetrug;M;7,988;7,513;674;359;160;90;45;20
517800;Sozialleistungsbetrug;W;6,012;5,722;455;220;119;58;34;24
517800;Sozialleistungsbetrug;X;14,000;13,235;1,129;579;279;148;79;44
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;M;67;54;2;1;1;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;W;31;29;1;1;0;0;0;0
517900;Missbräuchliche Nutzung von Telekommunikationsdiensten § 263a StGB;X;98;83;3;2;1;0;0;0
518100;Abrechnungsbetrug;M;1,270;1,238;265;130;82;34;12;7
518100;Abrechnungsbetrug;W;852;838;119;61;34;6;9;9
518100;Abrechnungsbetrug;X;2,122;2,076;384;191;116;40;21;16
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;M;780;773;193;89;67;24;9;4
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;W;645;640;95;46;27;6;8;8
518110;Abrechnungsbetrug im Gesundheitswesen §§ 263, 263a StGB;X;1,425;1,413;288;135;94;30;17;12
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;M;776;769;192;88;67;24;9;4
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;W;637;632;92;45;27;5;7;8
518111;Abrechnungsbetrug im Gesundheitswesen § 263 StGB;X;1,413;1,401;284;133;94;29;16;12
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;M;4;4;1;1;0;0;0;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;W;8;8;3;1;0;1;1;0
518112;Abrechnungsbetrug im Gesundheitswesen § 263a StGB;X;12;12;4;2;0;1;1;0
518179;Sonstiger Abrechnungsbetrug;M;493;468;72;41;15;10;3;3
518179;Sonstiger Abrechnungsbetrug;W;207;198;24;15;7;0;1;1
518179;Sonstiger Abrechnungsbetrug;X;700;666;96;56;22;10;4;4
518200;Einmietbetrug;M;3,849;3,656;293;127;91;49;18;8
518200;Einmietbetrug;W;1,787;1,665;113;44;37;16;11;5
518200;Einmietbetrug;X;5,636;5,321;406;171;128;65;29;13
518300;Überweisungsbetrug §§ 263, 263a StGB;M;2,398;2,125;143;68;37;21;14;3
518300;Überweisungsbetrug §§ 263, 263a StGB;W;1,118;1,025;94;45;35;9;4;1
518300;Überweisungsbetrug §§ 263, 263a StGB;X;3,516;3,150;237;113;72;30;18;4
518301;Überweisungsbetrug § 263 StGB;M;2,179;1,931;137;64;36;20;14;3
518301;Überweisungsbetrug § 263 StGB;W;1,007;920;81;40;29;7;4;1
518301;Überweisungsbetrug § 263 StGB;X;3,186;2,851;218;104;65;27;18;4
518302;Überweisungsbetrug § 263a StGB;M;276;244;8;5;2;1;0;0
518302;Überweisungsbetrug § 263a StGB;W;125;116;14;6;6;2;0;0
518302;Überweisungsbetrug § 263a StGB;X;401;360;22;11;8;3;0;0
518500;Sportwettbetrug und Manipulation von berufssportlichen Wettbewerben §§ 265c-e StGB;M;4;3;0;0;0;0;0;0
518500;Sportwettbetrug und Manipulation von berufssportlichen Wettbewerben §§ 265c-e StGB;W;0;0;0;0;0;0;0;0
518500;Sportwettbetrug und Manipulation von berufssportlichen Wettbewerben §§ 265c-e StGB;X;4;3;0;0;0;0;0;0
518510;Sportwettbetrug §§ 265c, 265e StGB;M;3;2;0;0;0;0;0;0
518510;Sportwettbetrug §§ 265c, 265e StGB;W;0;0;0;0;0;0;0;0
518510;Sportwettbetrug §§ 265c, 265e StGB;X;3;2;0;0;0;0;0;0
518520;Manipulation von berufssportlichen Wettbewerben §§ 265d, 265e StGB;M;2;2;0;0;0;0;0;0
518520;Manipulation von berufssportlichen Wettbewerben §§ 265d, 265e StGB;W;0;0;0;0;0;0;0;0
518520;Manipulation von berufssportlichen Wettbewerben §§ 265d, 265e StGB;X;2;2;0;0;0;0;0;0
518800;Kreditvermittlungsbetrug § 263 StGB;M;124;123;20;8;4;5;2;1
518800;Kreditvermittlungsbetrug § 263 StGB;W;37;37;3;2;0;1;0;0
518800;Kreditvermittlungsbetrug § 263 StGB;X;161;160;23;10;4;6;2;1
518900;Sonstige weitere Betrugsarten;M;48,145;40,934;3,285;1,477;939;441;273;155
518900;Sonstige weitere Betrugsarten;W;20,347;16,926;1,494;632;397;209;161;95
518900;Sonstige weitere Betrugsarten;X;68,492;57,860;4,779;2,109;1,336;650;434;250
520000;Veruntreuungen §§ 266, 266a, 266b StGB;M;8,483;8,365;1,320;619;369;169;104;59
520000;Veruntreuungen §§ 266, 266a, 266b StGB;W;3,368;3,308;528;255;142;64;36;31
520000;Veruntreuungen §§ 266, 266a, 266b StGB;X;11,851;11,673;1,848;874;511;233;140;90
521000;Untreue § 266 StGB;M;3,546;3,495;800;353;233;106;66;42
521000;Untreue § 266 StGB;W;1,852;1,832;380;180;97;51;31;21
521000;Untreue § 266 StGB;X;5,398;5,327;1,180;533;330;157;97;63
521079;Sonstige Untreue;M;3,495;3,444;785;346;227;104;66;42
521079;Sonstige Untreue;W;1,848;1,828;380;180;97;51;31;21
521079;Sonstige Untreue;X;5,343;5,272;1,165;526;324;155;97;63
521100;Untreue bei Kapitalanlagegeschäften;M;51;51;15;7;6;2;0;0
521100;Untreue bei Kapitalanlagegeschäften;W;5;5;0;0;0;0;0;0
521100;Untreue bei Kapitalanlagegeschäften;X;56;56;15;7;6;2;0;0
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;M;4,778;4,743;527;269;142;60;39;17
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;W;1,349;1,336;146;73;45;13;6;9
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;X;6,127;6,079;673;342;187;73;45;26
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;M;262;230;10;4;2;4;0;0
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;W;192;165;5;3;1;0;0;1
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;X;454;395;15;7;3;4;0;1
530000;Unterschlagung §§ 246, 247, 248a StGB;M;35,876;30,578;2,435;1,096;625;347;224;143
530000;Unterschlagung §§ 246, 247, 248a StGB;W;13,986;12,216;1,205;520;311;167;124;83
530000;Unterschlagung §§ 246, 247, 248a StGB;X;49,862;42,794;3,640;1,616;936;514;348;226
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;M;30,276;25,131;2,024;890;512;298;201;123
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;W;12,807;11,079;1,123;480;291;162;117;73
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;X;43,083;36,210;3,147;1,370;803;460;318;196
531000;Unterschlagung von Kfz §§ 246, 247 StGB;M;5,894;5,721;422;212;116;51;23;20
531000;Unterschlagung von Kfz §§ 246, 247 StGB;W;1,231;1,187;82;40;20;5;7;10
531000;Unterschlagung von Kfz §§ 246, 247 StGB;X;7,125;6,908;504;252;136;56;30;30
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;M;45,591;40,923;2,146;1,048;539;282;173;104
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;W;10,461;9,037;596;282;156;77;43;38
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;X;56,052;49,960;2,742;1,330;695;359;216;142
540001;Sonstige Urkundenfälschung § 267 StGB;M;35,824;32,370;1,710;835;440;221;134;80
540001;Sonstige Urkundenfälschung § 267 StGB;W;7,572;6,735;444;221;120;52;25;26
540001;Sonstige Urkundenfälschung § 267 StGB;X;43,396;39,105;2,154;1,056;560;273;159;106
540002;Mittelbare Falschbeurkundung;M;1,770;1,582;71;41;15;9;3;3
540002;Mittelbare Falschbeurkundung;W;545;490;28;12;7;7;1;1
540002;Mittelbare Falschbeurkundung;X;2,315;2,072;99;53;22;16;4;4
540003;Verändern von amtlichen Ausweisen;M;273;244;10;3;4;0;1;2
540003;Verändern von amtlichen Ausweisen;W;79;62;1;0;1;0;0;0
540003;Verändern von amtlichen Ausweisen;X;352;306;11;3;5;0;1;2
540004;Urkundenunterdrückung, Veränderung einer Grenzbezeichnung § 274 StGB;M;511;460;86;31;23;14;9;9
540004;Urkundenunterdrückung, Veränderung einer Grenzbezeichnung § 274 StGB;W;179;156;41;14;10;7;3;7
540004;Urkundenunterdrückung, Veränderung einer Grenzbezeichnung § 274 StGB;X;690;616;127;45;33;21;12;16
540005;Vorbereitung der Fälschung von amtlichen Ausweisen;M;23;22;1;1;0;0;0;0
540005;Vorbereitung der Fälschung von amtlichen Ausweisen;W;0;0;0;0;0;0;0;0
540005;Vorbereitung der Fälschung von amtlichen Ausweisen;X;23;22;1;1;0;0;0;0
540006;Verschaffen von falschen amtlichen Ausweisen;M;2,300;2,163;32;16;8;5;3;0
540006;Verschaffen von falschen amtlichen Ausweisen;W;354;305;4;4;0;0;0;0
540006;Verschaffen von falschen amtlichen Ausweisen;X;2,654;2,468;36;20;8;5;3;0
540007;Fälschung von Gesundheitszeugnissen;M;17;11;0;0;0;0;0;0
540007;Fälschung von Gesundheitszeugnissen;W;12;4;1;1;0;0;0;0
540007;Fälschung von Gesundheitszeugnissen;X;29;15;1;1;0;0;0;0
540008;Ausstellen unrichtiger Gesundheitszeugnisse;M;58;57;12;3;5;3;1;0
540008;Ausstellen unrichtiger Gesundheitszeugnisse;W;35;35;9;7;1;1;0;0
540008;Ausstellen unrichtiger Gesundheitszeugnisse;X;93;92;21;10;6;4;1;0
540009;Gebrauch unrichtiger Gesundheitszeugnisse;M;42;37;2;1;1;0;0;0
540009;Gebrauch unrichtiger Gesundheitszeugnisse;W;29;20;1;0;1;0;0;0
540009;Gebrauch unrichtiger Gesundheitszeugnisse;X;71;57;3;1;2;0;0;0
540010;Missbrauch von Ausweispapieren;M;2,167;1,571;74;26;12;12;16;8
540010;Missbrauch von Ausweispapieren;W;886;522;39;11;9;7;8;4
540010;Missbrauch von Ausweispapieren;X;3,053;2,093;113;37;21;19;24;12
541000;Fälschung technischer Aufzeichnungen § 268 StGB;M;460;453;32;16;5;9;1;1
541000;Fälschung technischer Aufzeichnungen § 268 StGB;W;56;55;4;1;1;1;1;0
541000;Fälschung technischer Aufzeichnungen § 268 StGB;X;516;508;36;17;6;10;2;1
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten § 268 StGB;M;106;106;4;3;0;1;0;0
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten § 268 StGB;W;1;1;0;0;0;0;0;0
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten § 268 StGB;X;107;107;4;3;0;1;0;0
541079;Sonstige Fälschung technischer Aufzeichnungen;M;354;347;28;13;5;8;1;1
541079;Sonstige Fälschung technischer Aufzeichnungen;W;55;54;4;1;1;1;1;0
541079;Sonstige Fälschung technischer Aufzeichnungen;X;409;401;32;14;6;9;2;1
542000;Fälschung zur Erlangung von Betäubungsmitteln;M;293;273;7;5;2;0;0;0
542000;Fälschung zur Erlangung von Betäubungsmitteln;W;104;99;5;1;2;0;2;0
542000;Fälschung zur Erlangung von Betäubungsmitteln;X;397;372;12;6;4;0;2;0
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;M;2,590;2,359;133;82;31;11;7;2
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;W;751;673;20;11;4;2;3;0
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;X;3,341;3,032;153;93;35;13;10;2
543010;Fälschung beweiserheblicher Daten § 269 StGB;M;2,522;2,294;128;79;29;11;7;2
543010;Fälschung beweiserheblicher Daten § 269 StGB;W;725;649;19;10;4;2;3;0
543010;Fälschung beweiserheblicher Daten § 269 StGB;X;3,247;2,943;147;89;33;13;10;2
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;M;72;69;5;3;2;0;0;0
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;W;27;25;1;1;0;0;0;0
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;X;99;94;6;4;2;0;0;0
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;M;2,413;1,803;106;45;39;12;7;3
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;W;475;420;50;27;15;3;3;2
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;X;2,888;2,223;156;72;54;15;10;5
550010;Gewerbs- und bandenmäßiges Geldfälschung § 146 Abs. 2 StGB;M;49;39;1;0;1;0;0;0
550010;Gewerbs- und bandenmäßiges Geldfälschung § 146 Abs. 2 StGB;W;15;10;0;0;0;0;0;0
550010;Gewerbs- und bandenmäßiges Geldfälschung § 146 Abs. 2 StGB;X;64;49;1;0;1;0;0;0
550020;Wertpapierfälschung;M;0;0;0;0;0;0;0;0
550020;Wertpapierfälschung;W;0;0;0;0;0;0;0;0
550020;Wertpapierfälschung;X;0;0;0;0;0;0;0;0
550030;Fälschung Geld-/Wertzeichen fremder Währungsgebiete;M;12;10;0;0;0;0;0;0
550030;Fälschung Geld-/Wertzeichen fremder Währungsgebiete;W;2;2;0;0;0;0;0;0
550030;Fälschung Geld-/Wertzeichen fremder Währungsgebiete;X;14;12;0;0;0;0;0;0
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149 StGB;M;570;422;16;7;6;0;2;1
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149 StGB;W;77;62;7;2;3;0;0;2
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149 StGB;X;647;484;23;9;9;0;2;3
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3 StGB;M;541;394;14;7;5;0;2;0
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3 StGB;W;72;58;7;2;3;0;0;2
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3 StGB;X;613;452;21;9;8;0;2;2
551020;Wertzeichenfälschung;M;14;14;2;0;1;0;0;1
551020;Wertzeichenfälschung;W;4;3;0;0;0;0;0;0
551020;Wertzeichenfälschung;X;18;17;2;0;1;0;0;1
551030;Vorbereitung der Fälschung von Geld und Wertzeichen;M;16;15;0;0;0;0;0;0
551030;Vorbereitung der Fälschung von Geld und Wertzeichen;W;2;2;0;0;0;0;0;0
551030;Vorbereitung der Fälschung von Geld und Wertzeichen;X;18;17;0;0;0;0;0;0
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147 StGB;M;1,761;1,297;82;34;30;12;4;2
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147 StGB;W;376;338;41;24;11;3;3;0
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147 StGB;X;2,137;1,635;123;58;41;15;7;2
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3 StGB;M;1,260;872;45;22;13;9;0;1
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3 StGB;W;207;179;13;8;4;0;1;0
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3 StGB;X;1,467;1,051;58;30;17;9;1;1
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147 StGB;M;531;441;37;12;17;3;4;1
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147 StGB;W;173;163;28;16;7;3;2;0
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147 StGB;X;704;604;65;28;24;6;6;1
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;M;93;89;7;4;2;0;1;0
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;W;19;17;2;1;1;0;0;0
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;X;112;106;9;5;3;0;1;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;M;57;55;6;4;2;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;W;16;14;1;0;1;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;X;73;69;7;4;3;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;M;27;27;6;4;2;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;W;13;11;1;0;1;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;X;40;38;7;4;3;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;M;31;29;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;W;3;3;0;0;0;0;0;0
553120;Gebrauch falscher Zahlungskarten mit Garantiefunktion;X;34;32;0;0;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;M;41;39;1;0;0;0;1;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;W;3;3;1;1;0;0;0;0
553200;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;X;44;42;2;1;0;0;1;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;M;22;21;1;0;0;0;1;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;W;3;3;1;1;0;0;0;0
553210;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;X;25;24;2;1;0;0;1;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;M;20;19;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;W;0;0;0;0;0;0;0;0
553220;Nachmachen, Verfälschen, Verschaffen, Feilhalten oder Überlassen falscher Zahlungskarten mit Garantiefunktion;X;20;19;0;0;0;0;0;0
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;M;3,218;3,203;526;254;159;59;41;13
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;W;882;872;128;50;37;24;13;4
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;X;4,100;4,075;654;304;196;83;54;17
561000;Bankrott § 283 StGB;M;2,722;2,707;438;220;120;50;36;12
561000;Bankrott § 283 StGB;W;739;729;106;41;32;21;9;3
561000;Bankrott § 283 StGB;X;3,461;3,436;544;261;152;71;45;15
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;M;23;23;5;2;2;0;1;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;W;4;4;0;0;0;0;0;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;X;27;27;5;2;2;0;1;0
563000;Verletzung der Buchführungspflicht § 283b StGB;M;882;882;150;66;50;19;12;3
563000;Verletzung der Buchführungspflicht § 283b StGB;W;182;181;35;17;6;6;5;1
563000;Verletzung der Buchführungspflicht § 283b StGB;X;1,064;1,063;185;83;56;25;17;4
564000;Gläubigerbegünstigung § 283c StGB;M;48;48;8;2;5;1;0;0
564000;Gläubigerbegünstigung § 283c StGB;W;26;26;3;2;1;0;0;0
564000;Gläubigerbegünstigung § 283c StGB;X;74;74;11;4;6;1;0;0
565000;Schuldnerbegünstigung § 283d StGB;M;11;10;2;1;1;0;0;0
565000;Schuldnerbegünstigung § 283d StGB;W;18;18;1;0;1;0;0;0
565000;Schuldnerbegünstigung § 283d StGB;X;29;28;3;1;2;0;0;0
600000;Sonstige Straftatbestände (StGB);M;369,203;286,706;33,933;13,129;8,700;5,269;4,115;2,720
600000;Sonstige Straftatbestände (StGB);W;117,022;94,983;13,884;4,996;3,412;2,117;1,868;1,491
600000;Sonstige Straftatbestände (StGB);X;486,225;381,689;47,817;18,125;12,112;7,386;5,983;4,211
610000;Erpressung § 253 StGB;M;4,876;3,504;254;114;66;35;27;12
